datetime,visibility,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.sunrise,sys.sunset,weather.id,weather.main,weather.description,weather.icon,extraction_date_time,city_name,sys.type,sys.id,rain.1h,date,time,hour
2023-11-16 12:04:39+08:00,10000.0,123.1583,9.5153,27.01,29.3,27.01,27.01,1012.0,75.0,1012.0,1011.0,4.45,36.0,6.73,89.0,2023-11-16 05:41:29+08:00,2023-11-16 17:22:46+08:00,501.0,Rain,moderate rain,10d,2023-11-16 12:04:39.584654+08:00,Tanjay,1.0,8185.0,1.78,2023-11-16,12:04:39,12
2023-11-16 15:00:26+08:00,10000.0,123.1228,9.5911,25.99,25.99,25.99,25.99,1010.0,81.0,1010.0,1009.0,3.46,50.0,6.12,100.0,2023-11-16 05:41:43+08:00,2023-11-16 17:22:48+08:00,501.0,Rain,moderate rain,10d,2023-11-16 15:00:26.618507+08:00,Bais,1.0,8185.0,1.78,2023-11-16,15:00:26,15
2023-11-16 15:01:16+08:00,6328.0,123.6402,10.1061,25.98,25.98,25.98,25.98,1010.0,88.0,1010.0,1008.0,4.93,31.0,6.88,100.0,2023-11-16 05:40:22+08:00,2023-11-16 17:20:02+08:00,501.0,Rain,moderate rain,10d,2023-11-16 15:01:16.883291+08:00,Carcar,1.0,8187.0,2.66,2023-11-16,15:01:16,15
2023-11-16 15:01:40+08:00,5081.0,124.0272,10.5208,26.03,26.03,26.03,26.03,1010.0,91.0,1010.0,1009.0,5.35,49.0,7.59,100.0,2023-11-16 05:39:23+08:00,2023-11-16 17:17:54+08:00,501.0,Rain,moderate rain,10d,2023-11-16 15:01:40.123900+08:00,Danao,1.0,8187.0,1.62,2023-11-16,15:01:40,15
2023-11-16 15:04:24+08:00,7848.0,123.1583,9.5153,27.01,30.05,27.01,27.01,1010.0,83.0,1010.0,1009.0,3.93,22.0,6.19,100.0,2023-11-16 05:41:29+08:00,2023-11-16 17:22:46+08:00,501.0,Rain,moderate rain,10d,2023-11-16 15:04:24.370211+08:00,Tanjay,1.0,8185.0,1.03,2023-11-16,15:04:24,15
2023-11-16 15:04:37+08:00,4499.0,123.6333,10.3833,26.05,26.05,26.05,26.05,1010.0,91.0,1010.0,1010.0,4.93,35.0,7.3,100.0,2023-11-16 05:40:46+08:00,2023-11-16 17:19:40+08:00,501.0,Rain,moderate rain,10d,2023-11-16 15:04:37.561324+08:00,Toledo City,1.0,8187.0,1.54,2023-11-16,15:04:37,15
2023-11-16 18:01:47+08:00,10000.0,124.0272,10.5208,25.03,25.86,25.03,25.03,1011.0,87.0,1011.0,1011.0,4.29,38.0,6.73,93.0,2023-11-16 05:39:23+08:00,2023-11-16 17:17:54+08:00,501.0,Rain,moderate rain,10n,2023-11-16 18:01:47.161917+08:00,Danao,1.0,8187.0,3.1,2023-11-16,18:01:47,18
2023-11-16 18:03:37+08:00,6323.0,125.6842,7.3081,26.06,26.06,26.06,26.06,1011.0,90.0,1011.0,1010.0,0.09,85.0,1.15,100.0,2023-11-16 05:28:21+08:00,2023-11-16 17:15:40+08:00,501.0,Rain,moderate rain,10n,2023-11-16 18:03:37.844218+08:00,Panabo,1.0,8154.0,1.5,2023-11-16,18:03:37,18
2023-11-16 18:04:42+08:00,10000.0,123.6333,10.3833,25.05,25.91,25.05,25.05,1012.0,88.0,1012.0,1012.0,4.36,33.0,6.97,99.0,2023-11-16 05:40:46+08:00,2023-11-16 17:19:40+08:00,500.0,Rain,light rain,10n,2023-11-16 18:04:42.852685+08:00,Toledo City,1.0,8187.0,0.18,2023-11-16,18:04:42,18
2023-11-16 21:05:32+08:00,10000.0,123.1583,9.5153,26.01,26.01,26.01,26.01,1013.0,87.0,1013.0,1012.0,2.42,23.0,5.45,100.0,2023-11-16 05:41:29+08:00,2023-11-16 17:22:46+08:00,500.0,Rain,light rain,10n,2023-11-16 21:05:33.042255+08:00,Tanjay,1.0,8185.0,0.17,2023-11-16,21:05:32,21
2023-11-17 18:01:58+08:00,10000.0,124.0272,10.5208,25.54,26.71,25.54,30.03,1011.0,98.0,1011.0,1011.0,6.26,70.0,13.41,99.0,2023-11-17 05:39:47+08:00,2023-11-17 17:17:54+08:00,500.0,Rain,light rain,10n,2023-11-17 18:01:58.618330+08:00,Danao,2.0,2089763.0,0.85,2023-11-17,18:01:58,18
2023-11-17 18:03:45+08:00,10000.0,125.6842,7.3081,29.06,36.06,29.06,29.06,1010.0,88.0,1010.0,1009.0,4.45,353.0,7.29,100.0,2023-11-17 05:28:41+08:00,2023-11-17 17:15:44+08:00,501.0,Rain,moderate rain,10n,2023-11-17 18:03:45.113969+08:00,Panabo,1.0,8154.0,1.33,2023-11-17,18:03:45,18
2023-11-17 21:01:56+08:00,10000.0,123.6402,10.1061,26.98,30.17,26.98,26.98,1012.0,85.0,1012.0,1011.0,3.06,55.0,3.86,100.0,2023-11-17 05:40:45+08:00,2023-11-17 17:20:01+08:00,501.0,Rain,moderate rain,10n,2023-11-17 21:01:56.891419+08:00,Carcar,1.0,8187.0,1.89,2023-11-17,21:01:56,21
2023-11-17 21:02:12+08:00,10000.0,122.65,11.15,24.23,25.19,24.23,24.23,1013.0,95.0,1013.0,1007.0,1.86,5.0,3.77,89.0,2023-11-17 05:46:10+08:00,2023-11-17 17:22:31+08:00,501.0,Rain,moderate rain,10n,2023-11-17 21:02:13.251126+08:00,City of Passi,2.0,2073369.0,1.15,2023-11-17,21:02:12,21
2023-11-17 21:05:55+08:00,10000.0,123.6333,10.3833,27.05,30.35,27.05,27.22,1012.0,85.0,1012.0,1012.0,3.15,33.0,4.68,100.0,2023-11-17 05:41:10+08:00,2023-11-17 17:19:40+08:00,501.0,Rain,moderate rain,10n,2023-11-17 21:05:55.731430+08:00,Toledo City,1.0,8187.0,1.59,2023-11-17,21:05:55,21
2023-11-18 06:00:55+08:00,10000.0,123.1228,9.5911,26.99,31.13,26.99,26.99,1011.0,94.0,1011.0,1010.0,1.93,54.0,2.61,100.0,2023-11-18 05:42:29+08:00,2023-11-18 17:22:50+08:00,500.0,Rain,light rain,10d,2023-11-18 06:00:55.605892+08:00,Bais,1.0,8185.0,0.17,2023-11-18,06:00:55,6
2023-11-18 06:01:49+08:00,10000.0,123.6402,10.1061,25.98,25.98,25.98,25.98,1010.0,86.0,1010.0,1009.0,3.8,7.0,5.51,100.0,2023-11-18 05:41:08+08:00,2023-11-18 17:20:02+08:00,501.0,Rain,moderate rain,10d,2023-11-18 06:01:49.526960+08:00,Carcar,1.0,8187.0,1.68,2023-11-18,06:01:49,6
2023-11-18 06:02:23+08:00,10000.0,124.0272,10.5208,27.76,31.93,26.03,27.76,1011.0,83.0,1011.0,1010.0,1.34,27.0,1.79,100.0,2023-11-18 05:40:11+08:00,2023-11-18 17:17:54+08:00,501.0,Rain,moderate rain,10d,2023-11-18 06:02:24.297202+08:00,Danao,2.0,2089763.0,2.05,2023-11-18,06:02:23,6
2023-11-18 06:05:29+08:00,10000.0,123.1583,9.5153,27.01,30.35,27.01,27.01,1010.0,86.0,1010.0,1009.0,3.38,32.0,5.56,100.0,2023-11-18 05:42:14+08:00,2023-11-18 17:22:48+08:00,500.0,Rain,light rain,10d,2023-11-18 06:05:29.454509+08:00,Tanjay,1.0,8185.0,0.13,2023-11-18,06:05:29,6
2023-11-18 06:05:36+08:00,10000.0,123.6333,10.3833,26.05,26.05,26.05,27.78,1010.0,88.0,1010.0,1010.0,4.8,14.0,6.66,100.0,2023-11-18 05:41:34+08:00,2023-11-18 17:19:40+08:00,500.0,Rain,light rain,10d,2023-11-18 06:05:36.409885+08:00,Toledo City,1.0,8187.0,0.26,2023-11-18,06:05:36,6
2023-11-18 09:00:25+08:00,10000.0,123.1228,9.5911,27.99,32.07,27.99,27.99,1012.0,80.0,1012.0,1011.0,2.41,34.0,5.01,100.0,2023-11-18 05:42:29+08:00,2023-11-18 17:22:50+08:00,501.0,Rain,moderate rain,10d,2023-11-18 09:00:26.511211+08:00,Bais,1.0,8185.0,1.15,2023-11-18,09:00:25,9
2023-11-18 09:01:39+08:00,10000.0,123.6402,10.1061,26.98,29.88,26.98,26.98,1012.0,82.0,1012.0,1011.0,3.86,3.0,5.04,100.0,2023-11-18 05:41:08+08:00,2023-11-18 17:20:02+08:00,500.0,Rain,light rain,10d,2023-11-18 09:01:39.850121+08:00,Carcar,1.0,8187.0,0.12,2023-11-18,09:01:39,9
2023-11-18 09:01:57+08:00,10000.0,122.65,11.15,27.01,30.15,27.01,27.01,1013.0,84.0,1013.0,1007.0,6.01,20.0,9.35,52.0,2023-11-18 05:46:35+08:00,2023-11-18 17:22:31+08:00,500.0,Rain,light rain,10d,2023-11-18 09:01:58.107877+08:00,City of Passi,2.0,2073369.0,0.39,2023-11-18,09:01:57,9
2023-11-18 09:02:08+08:00,5406.0,124.0272,10.5208,25.54,26.66,25.54,27.03,1012.0,96.0,1012.0,1011.0,6.26,354.0,7.15,100.0,2023-11-18 05:40:11+08:00,2023-11-18 17:17:54+08:00,500.0,Rain,light rain,10d,2023-11-18 09:02:08.115947+08:00,Danao,2.0,2089763.0,0.95,2023-11-18,09:02:08,9
2023-11-18 09:05:04+08:00,10000.0,123.1583,9.5153,29.01,34.77,29.01,29.01,1012.0,80.0,1012.0,1011.0,4.69,20.0,6.92,100.0,2023-11-18 05:42:14+08:00,2023-11-18 17:22:48+08:00,500.0,Rain,light rain,10d,2023-11-18 09:05:04.896929+08:00,Tanjay,1.0,8185.0,0.15,2023-11-18,09:05:04,9
2023-11-18 09:05:11+08:00,10000.0,123.6333,10.3833,27.05,30.35,25.56,27.05,1012.0,85.0,1012.0,1012.0,5.74,11.0,7.64,100.0,2023-11-18 05:41:34+08:00,2023-11-18 17:19:40+08:00,501.0,Rain,moderate rain,10d,2023-11-18 09:05:11.153348+08:00,Toledo City,1.0,8187.0,2.05,2023-11-18,09:05:11,9
2023-11-18 12:00:09+08:00,10000.0,125.6842,7.3081,31.06,36.02,31.06,31.06,1008.0,64.0,1008.0,1008.0,1.18,5.0,2.54,100.0,2023-11-18 05:29:02+08:00,2023-11-18 17:15:48+08:00,500.0,Rain,light rain,10d,2023-11-18 12:03:44.154277+08:00,Panabo,1.0,8154.0,0.27,2023-11-18,12:00:09,12
2023-11-18 12:00:22+08:00,10000.0,123.1228,9.5911,28.99,34.29,28.99,28.99,1010.0,78.0,1010.0,1009.0,5.24,19.0,7.41,100.0,2023-11-18 05:42:29+08:00,2023-11-18 17:22:50+08:00,502.0,Rain,heavy intensity rain,10d,2023-11-18 12:00:23.241790+08:00,Bais,1.0,8185.0,4.86,2023-11-18,12:00:22,12
2023-11-18 12:01:32+08:00,7832.0,123.6402,10.1061,26.98,30.27,26.98,26.98,1010.0,86.0,1010.0,1009.0,8.64,6.0,10.62,100.0,2023-11-18 05:41:08+08:00,2023-11-18 17:20:02+08:00,500.0,Rain,light rain,10d,2023-11-18 12:01:32.736804+08:00,Carcar,1.0,8187.0,0.62,2023-11-18,12:01:32,12
2023-11-18 12:01:47+08:00,10000.0,122.65,11.15,26.46,26.46,26.46,26.46,1011.0,88.0,1011.0,1005.0,4.82,13.0,8.8,88.0,2023-11-18 05:46:35+08:00,2023-11-18 17:22:31+08:00,502.0,Rain,heavy intensity rain,10d,2023-11-18 12:01:48.069537+08:00,City of Passi,2.0,2073369.0,10.51,2023-11-18,12:01:47,12
2023-11-18 12:01:56+08:00,6164.0,124.0272,10.5208,27.2,31.31,27.03,27.2,1010.0,90.0,1010.0,1009.0,2.24,22.0,2.68,100.0,2023-11-18 05:40:11+08:00,2023-11-18 17:17:54+08:00,501.0,Rain,moderate rain,10d,2023-11-18 12:01:56.978044+08:00,Danao,2.0,2089763.0,1.68,2023-11-18,12:01:56,12
2023-11-18 12:04:51+08:00,10000.0,123.1583,9.5153,29.01,34.55,29.01,29.01,1010.0,79.0,1010.0,1009.0,5.38,7.0,7.21,100.0,2023-11-18 05:42:14+08:00,2023-11-18 17:22:48+08:00,501.0,Rain,moderate rain,10d,2023-11-18 12:04:51.593976+08:00,Tanjay,1.0,8185.0,3.65,2023-11-18,12:04:51,12
2023-11-18 12:04:56+08:00,10000.0,123.6333,10.3833,27.05,30.88,27.05,27.78,1010.0,90.0,1010.0,1010.0,5.49,359.0,7.74,100.0,2023-11-18 05:41:34+08:00,2023-11-18 17:19:40+08:00,501.0,Rain,moderate rain,10d,2023-11-18 12:04:56.468401+08:00,Toledo City,1.0,8187.0,2.37,2023-11-18,12:04:56,12
2023-11-18 15:00:22+08:00,10000.0,123.1228,9.5911,27.99,33.03,27.99,27.99,1009.0,86.0,1009.0,1008.0,1.71,28.0,2.81,100.0,2023-11-18 05:42:29+08:00,2023-11-18 17:22:50+08:00,500.0,Rain,light rain,10d,2023-11-18 15:00:22.584560+08:00,Bais,1.0,8185.0,1.0,2023-11-18,15:00:22,15
2023-11-18 15:01:30+08:00,10000.0,122.65,11.15,25.9,26.97,25.9,25.9,1010.0,93.0,1010.0,1004.0,4.8,8.0,10.57,100.0,2023-11-18 05:46:35+08:00,2023-11-18 17:22:31+08:00,501.0,Rain,moderate rain,10d,2023-11-18 15:01:30.296576+08:00,City of Passi,2.0,2073369.0,1.54,2023-11-18,15:01:30,15
2023-11-18 15:01:37+08:00,10000.0,124.0272,10.5208,27.2,31.08,27.2,28.03,1009.0,88.0,1009.0,1008.0,8.49,0.0,12.07,100.0,2023-11-18 05:40:11+08:00,2023-11-18 17:17:54+08:00,500.0,Rain,light rain,10d,2023-11-18 15:01:37.894641+08:00,Danao,2.0,2089763.0,0.6,2023-11-18,15:01:37,15
2023-11-18 15:04:35+08:00,10000.0,123.1583,9.5153,28.01,33.26,28.01,28.01,1009.0,87.0,1009.0,1008.0,4.64,5.0,8.12,100.0,2023-11-18 05:42:14+08:00,2023-11-18 17:22:48+08:00,500.0,Rain,light rain,10d,2023-11-18 15:04:35.228269+08:00,Tanjay,1.0,8185.0,0.65,2023-11-18,15:04:35,15
2023-11-18 15:04:40+08:00,10000.0,123.6333,10.3833,28.05,34.45,27.22,28.05,1009.0,93.0,1009.0,1009.0,6.51,13.0,9.37,100.0,2023-11-18 05:41:34+08:00,2023-11-18 17:19:40+08:00,500.0,Rain,light rain,10d,2023-11-18 15:04:40.371631+08:00,Toledo City,1.0,8187.0,0.15,2023-11-18,15:04:40,15
2023-11-18 18:00:24+08:00,10000.0,123.1228,9.5911,26.99,31.13,26.99,26.99,1010.0,94.0,1010.0,1009.0,2.68,51.0,6.3,100.0,2023-11-18 05:42:29+08:00,2023-11-18 17:22:50+08:00,500.0,Rain,light rain,10n,2023-11-18 18:00:24.227165+08:00,Bais,1.0,8185.0,0.56,2023-11-18,18:00:24,18
2023-11-18 18:01:30+08:00,10000.0,122.65,11.15,24.79,25.83,24.79,24.79,1011.0,96.0,1011.0,1005.0,5.09,17.0,11.95,100.0,2023-11-18 05:46:35+08:00,2023-11-18 17:22:31+08:00,501.0,Rain,moderate rain,10n,2023-11-18 18:01:30.549573+08:00,City of Passi,2.0,2073369.0,2.59,2023-11-18,18:01:30,18
2023-11-18 18:01:38+08:00,10000.0,124.0272,10.5208,27.2,30.85,27.03,27.2,1010.0,86.0,1010.0,1009.0,9.39,3.0,11.18,100.0,2023-11-18 05:40:11+08:00,2023-11-18 17:17:54+08:00,500.0,Rain,light rain,10n,2023-11-18 18:01:38.578557+08:00,Danao,2.0,2089763.0,0.73,2023-11-18,18:01:38,18
2023-11-18 18:04:40+08:00,7731.0,123.1583,9.5153,27.01,30.66,27.01,27.01,1010.0,89.0,1010.0,1009.0,5.24,25.0,8.39,100.0,2023-11-18 05:42:14+08:00,2023-11-18 17:22:48+08:00,500.0,Rain,light rain,10n,2023-11-18 18:04:40.531412+08:00,Tanjay,1.0,8185.0,0.21,2023-11-18,18:04:40,18
2023-11-18 18:04:46+08:00,10000.0,123.6333,10.3833,27.05,31.1,27.05,27.22,1010.0,92.0,1010.0,1010.0,5.67,15.0,7.48,100.0,2023-11-18 05:41:34+08:00,2023-11-18 17:19:40+08:00,500.0,Rain,light rain,10n,2023-11-18 18:04:46.639463+08:00,Toledo City,1.0,8187.0,0.36,2023-11-18,18:04:46,18
2023-11-18 21:00:37+08:00,10000.0,123.1228,9.5911,26.99,31.13,26.99,26.99,1012.0,94.0,1012.0,1010.0,2.51,54.0,6.22,100.0,2023-11-18 05:42:29+08:00,2023-11-18 17:22:50+08:00,501.0,Rain,moderate rain,10n,2023-11-18 21:00:37.432586+08:00,Bais,1.0,8185.0,1.12,2023-11-18,21:00:37,21
2023-11-18 21:01:46+08:00,10000.0,122.65,11.15,24.79,25.83,24.79,24.79,1012.0,96.0,1012.0,1006.0,4.69,14.0,11.15,100.0,2023-11-18 05:46:35+08:00,2023-11-18 17:22:31+08:00,501.0,Rain,moderate rain,10n,2023-11-18 21:01:46.512353+08:00,City of Passi,2.0,2073369.0,1.33,2023-11-18,21:01:46,21
2023-11-18 21:02:10+08:00,10000.0,120.9464,15.3072,26.74,29.41,26.74,26.74,1014.0,83.0,1014.0,1011.0,2.99,57.0,5.87,65.0,2023-11-18 05:59:25+08:00,2023-11-18 17:23:19+08:00,500.0,Rain,light rain,10n,2023-11-18 21:02:11.361637+08:00,Gapan,1.0,8152.0,0.18,2023-11-18,21:02:10,21
2023-11-18 21:03:21+08:00,10000.0,120.8117,14.8419,27.88,30.69,26.85,28.4,1014.0,72.0,1014.0,1013.0,8.98,59.0,14.08,94.0,2023-11-18 05:59:17+08:00,2023-11-18 17:24:32+08:00,500.0,Rain,light rain,10n,2023-11-18 21:03:21.431415+08:00,Malolos,2.0,2008256.0,0.53,2023-11-18,21:03:21,21
2023-11-18 21:04:18+08:00,10000.0,121.0453,14.8139,27.7,30.58,27.49,28.11,1014.0,74.0,1014.0,1008.0,9.1,58.0,16.02,50.0,2023-11-18 05:58:18+08:00,2023-11-18 17:23:38+08:00,500.0,Rain,light rain,10n,2023-11-18 21:04:18.148537+08:00,San Jose del Monte,2.0,2008256.0,0.14,2023-11-18,21:04:18,21
2023-11-18 21:05:00+08:00,9939.0,123.1583,9.5153,27.01,30.55,27.01,27.01,1011.0,88.0,1011.0,1010.0,3.74,31.0,6.82,100.0,2023-11-18 05:42:14+08:00,2023-11-18 17:22:48+08:00,501.0,Rain,moderate rain,10n,2023-11-18 21:05:00.564373+08:00,Tanjay,1.0,8185.0,1.15,2023-11-18,21:05:00,21
2023-11-18 21:05:06+08:00,10000.0,123.6333,10.3833,27.05,31.32,27.05,27.22,1011.0,94.0,1011.0,1011.0,5.38,19.0,7.2,100.0,2023-11-18 05:41:34+08:00,2023-11-18 17:19:40+08:00,500.0,Rain,light rain,10n,2023-11-18 21:05:06.804745+08:00,Toledo City,1.0,8187.0,0.36,2023-11-18,21:05:06,21
2023-11-19 00:02:00+08:00,10000.0,124.0272,10.5208,27.2,30.96,27.03,27.2,1010.0,87.0,1010.0,1010.0,4.92,359.0,6.71,100.0,2023-11-19 05:40:36+08:00,2023-11-19 17:17:56+08:00,501.0,Rain,moderate rain,10n,2023-11-19 00:02:00.791187+08:00,Danao,2.0,2089763.0,1.23,2023-11-19,00:02:00,0
2023-11-19 00:03:11+08:00,10000.0,121.1667,13.95,25.25,26.02,25.25,25.25,1014.0,84.0,1014.0,977.0,3.61,46.0,9.13,100.0,2023-11-19 05:57:02+08:00,2023-11-19 17:24:22+08:00,500.0,Rain,light rain,10n,2023-11-19 00:03:11.808223+08:00,Lipa City,2.0,2011004.0,0.17,2023-11-19,00:03:11,0
2023-11-19 03:00:32+08:00,7421.0,123.1228,9.5911,26.99,30.81,26.99,26.99,1009.0,91.0,1009.0,1007.0,3.13,29.0,5.72,100.0,2023-11-19 05:42:53+08:00,2023-11-19 17:22:53+08:00,501.0,Rain,moderate rain,10n,2023-11-19 03:00:32.587001+08:00,Bais,1.0,8185.0,1.59,2023-11-19,03:00:32,3
2023-11-19 03:00:35+08:00,10000.0,120.5361,14.6761,26.03,26.03,26.03,26.74,1012.0,77.0,1012.0,1011.0,7.84,54.0,11.89,83.0,2023-11-19 06:00:38+08:00,2023-11-19 17:25:49+08:00,500.0,Rain,light rain,10n,2023-11-19 03:00:35.757531+08:00,Balanga,1.0,8151.0,0.34,2023-11-19,03:00:35,3
2023-11-19 03:01:31+08:00,5356.0,123.6402,10.1061,26.98,30.58,26.98,26.98,1009.0,89.0,1009.0,1008.0,3.82,23.0,5.42,99.0,2023-11-19 05:41:33+08:00,2023-11-19 17:20:04+08:00,501.0,Rain,moderate rain,10n,2023-11-19 03:01:32.175312+08:00,Carcar,1.0,8187.0,3.16,2023-11-19,03:01:31,3
2023-11-19 03:02:17+08:00,10000.0,120.9464,15.3072,23.74,24.52,23.74,23.74,1013.0,90.0,1013.0,1010.0,1.45,34.0,2.42,99.0,2023-11-19 05:59:56+08:00,2023-11-19 17:23:14+08:00,500.0,Rain,light rain,10n,2023-11-19 03:02:17.633518+08:00,Gapan,1.0,8152.0,0.37,2023-11-19,03:02:17,3
2023-11-19 03:04:47+08:00,4857.0,123.1583,9.5153,27.01,30.66,27.01,27.01,1009.0,89.0,1009.0,1008.0,2.55,22.0,5.12,100.0,2023-11-19 05:42:38+08:00,2023-11-19 17:22:51+08:00,501.0,Rain,moderate rain,10n,2023-11-19 03:04:47.605101+08:00,Tanjay,1.0,8185.0,1.54,2023-11-19,03:04:47,3
2023-11-19 03:04:54+08:00,10000.0,123.6333,10.3833,27.05,30.88,27.05,27.78,1009.0,90.0,1009.0,1009.0,4.45,23.0,6.21,99.0,2023-11-19 05:41:58+08:00,2023-11-19 17:19:42+08:00,500.0,Rain,light rain,10n,2023-11-19 03:04:54.169492+08:00,Toledo City,1.0,8187.0,0.56,2023-11-19,03:04:54,3
2023-11-19 06:00:25+08:00,10000.0,123.1228,9.5911,26.99,31.02,26.99,26.99,1010.0,93.0,1010.0,1009.0,2.7,64.0,5.21,100.0,2023-11-19 05:42:53+08:00,2023-11-19 17:22:53+08:00,501.0,Rain,moderate rain,10d,2023-11-19 06:00:25.663567+08:00,Bais,1.0,8185.0,2.37,2023-11-19,06:00:25,6
2023-11-19 06:01:25+08:00,10000.0,123.6402,10.1061,26.98,30.47,26.98,26.98,1010.0,88.0,1010.0,1009.0,4.31,40.0,5.62,100.0,2023-11-19 05:41:33+08:00,2023-11-19 17:20:04+08:00,502.0,Rain,heavy intensity rain,10d,2023-11-19 06:01:26.357161+08:00,Carcar,1.0,8187.0,5.62,2023-11-19,06:01:25,6
2023-11-19 06:01:43+08:00,4313.0,122.65,11.15,24.79,25.86,24.79,24.79,1011.0,97.0,1011.0,1005.0,4.42,22.0,10.11,100.0,2023-11-19 05:47:01+08:00,2023-11-19 17:22:32+08:00,500.0,Rain,light rain,10d,2023-11-19 06:01:43.250595+08:00,City of Passi,2.0,2073369.0,0.92,2023-11-19,06:01:43,6
2023-11-19 06:01:51+08:00,10000.0,124.0272,10.5208,27.2,30.96,27.03,27.2,1010.0,87.0,1010.0,1010.0,4.92,9.0,6.26,100.0,2023-11-19 05:40:36+08:00,2023-11-19 17:17:56+08:00,502.0,Rain,heavy intensity rain,10d,2023-11-19 06:01:52.033490+08:00,Danao,2.0,2089763.0,4.47,2023-11-19,06:01:51,6
2023-11-19 06:03:32+08:00,10000.0,125.6842,7.3081,25.06,26.05,25.06,25.06,1009.0,93.0,1009.0,1009.0,3.17,335.0,4.54,100.0,2023-11-19 05:29:23+08:00,2023-11-19 17:15:53+08:00,501.0,Rain,moderate rain,10d,2023-11-19 06:03:32.833571+08:00,Panabo,1.0,8154.0,1.5,2023-11-19,06:03:32,6
2023-11-19 06:04:39+08:00,10000.0,123.1583,9.5153,27.01,30.45,27.01,27.01,1009.0,87.0,1009.0,1008.0,2.09,41.0,4.82,100.0,2023-11-19 05:42:38+08:00,2023-11-19 17:22:51+08:00,501.0,Rain,moderate rain,10d,2023-11-19 06:04:39.682021+08:00,Tanjay,1.0,8185.0,2.37,2023-11-19,06:04:39,6
2023-11-19 06:04:45+08:00,10000.0,123.6333,10.3833,27.05,30.88,27.05,27.22,1010.0,90.0,1010.0,1010.0,4.6,30.0,6.51,100.0,2023-11-19 05:41:58+08:00,2023-11-19 17:19:42+08:00,502.0,Rain,heavy intensity rain,10d,2023-11-19 06:04:45.885071+08:00,Toledo City,1.0,8187.0,6.48,2023-11-19,06:04:45,6
2023-11-19 09:01:33+08:00,10000.0,123.6402,10.1061,27.98,32.52,27.98,27.98,1011.0,83.0,1011.0,1010.0,4.18,27.0,5.47,100.0,2023-11-19 05:41:33+08:00,2023-11-19 17:20:04+08:00,500.0,Rain,light rain,10d,2023-11-19 09:01:33.617318+08:00,Carcar,1.0,8187.0,0.86,2023-11-19,09:01:33,9
2023-11-19 09:01:49+08:00,10000.0,122.65,11.15,25.35,26.45,25.35,25.35,1012.0,96.0,1012.0,1006.0,4.01,21.0,10.43,100.0,2023-11-19 05:47:01+08:00,2023-11-19 17:22:32+08:00,501.0,Rain,moderate rain,10d,2023-11-19 09:01:49.241688+08:00,City of Passi,2.0,2073369.0,2.37,2023-11-19,09:01:49,9
2023-11-19 09:01:55+08:00,10000.0,124.0272,10.5208,28.31,33.42,28.03,28.31,1011.0,83.0,1011.0,1011.0,2.24,8.0,2.68,100.0,2023-11-19 05:40:36+08:00,2023-11-19 17:17:56+08:00,500.0,Rain,light rain,10d,2023-11-19 09:01:55.441267+08:00,Danao,2.0,2089763.0,0.22,2023-11-19,09:01:55,9
2023-11-19 09:03:44+08:00,10000.0,125.6842,7.3081,27.06,30.07,27.06,27.06,1010.0,82.0,1010.0,1010.0,3.1,349.0,4.84,68.0,2023-11-19 05:29:23+08:00,2023-11-19 17:15:53+08:00,501.0,Rain,moderate rain,10d,2023-11-19 09:03:44.720013+08:00,Panabo,1.0,8154.0,2.3,2023-11-19,09:03:44,9
2023-11-19 12:00:08+08:00,10000.0,125.6842,7.3081,29.06,33.05,29.06,29.06,1008.0,71.0,1008.0,1007.0,1.68,354.0,3.0,88.0,2023-11-19 05:29:23+08:00,2023-11-19 17:15:53+08:00,501.0,Rain,moderate rain,10d,2023-11-19 12:03:50.137050+08:00,Panabo,1.0,8154.0,1.78,2023-11-19,12:00:08,12
2023-11-19 12:01:54+08:00,8050.0,122.65,11.15,25.35,26.34,25.35,25.35,1010.0,92.0,1010.0,1004.0,4.94,24.0,9.43,100.0,2023-11-19 05:47:01+08:00,2023-11-19 17:22:32+08:00,500.0,Rain,light rain,10d,2023-11-19 12:01:54.768698+08:00,City of Passi,2.0,2073369.0,0.24,2023-11-19,12:01:54,12
2023-11-19 12:02:02+08:00,10000.0,124.0272,10.5208,28.31,33.97,28.31,31.03,1009.0,86.0,1009.0,1009.0,2.68,23.0,4.47,99.0,2023-11-19 05:40:36+08:00,2023-11-19 17:17:56+08:00,500.0,Rain,light rain,10d,2023-11-19 12:02:02.397318+08:00,Danao,2.0,2089763.0,0.45,2023-11-19,12:02:02,12
2023-11-19 15:01:37+08:00,9647.0,123.6402,10.1061,29.98,36.98,29.98,29.98,1008.0,83.0,1008.0,1006.0,3.98,21.0,4.98,96.0,2023-11-19 05:41:33+08:00,2023-11-19 17:20:04+08:00,500.0,Rain,light rain,10d,2023-11-19 15:01:38.067110+08:00,Carcar,1.0,8187.0,0.14,2023-11-19,15:01:37,15
2023-11-19 15:02:03+08:00,7017.0,124.0272,10.5208,28.87,35.24,28.87,30.03,1008.0,84.0,1008.0,1008.0,6.26,15.0,7.15,100.0,2023-11-19 05:40:36+08:00,2023-11-19 17:17:56+08:00,501.0,Rain,moderate rain,10d,2023-11-19 15:02:03.649622+08:00,Danao,2.0,2089763.0,3.87,2023-11-19,15:02:03,15
